temperature_c,cpu_usage_pct,memory_usage_pct,disk_io_mb_s,network_traffic_mb_s,power_consumption_w,latency_ms,error_rate_pct,failure
50.44,46.49,36.8,99.82,323.37,173.63,22.09,1.892,0
61.2,57.19,50.51,134.83,224.23,196.26,33.23,3.561,1
43.54,24.29,39.66,72.85,236.35,143.34,14.85,1.041,0
54.81,60.93,49.91,108.9,321.26,185.74,23.93,2.24,0
49.4,28.98,52.93,99.21,231.8,141.6,14.71,1.273,0
70.64,56.23,62.24,215.75,395.89,213.6,45.14,3.83,1
79.55,76.43,79.39,235.57,544.35,260.19,58.18,5.016,1
53.4,44.66,38.47,107.02,171.11,185.51,25.76,1.091,0
68.91,56.21,55.39,141.51,410.91,202.44,40.99,2.819,1
60.89,67.4,64.75,132.56,294.2,199.58,37.37,1.686,0
58.32,77.95,86.79,186.74,258.33,204.23,31.35,2.742,0
46.95,26.25,36.69,83.69,291.88,140.45,19.78,1.039,0
73.64,72.99,52.67,209.31,478.93,231.36,51.24,3.765,1
50.32,57.17,54.89,93.23,411.12,162.24,25.33,1.884,0
46.81,32.13,31.54,71.66,170.7,134.62,20.59,1.664,0
46.71,36.98,35.72,54.86,119.14,160.55,23.68,1.301,0
51.25,63.18,52.6,110.67,350.06,197.19,21.88,1.507,0
79.73,77.15,64.55,207.99,536.27,248.07,49.48,3.998,1
60.75,62.05,58.44,121.71,203.14,184.4,26.02,1.938,0
53.19,53.05,50.66,136.48,342.27,176.88,20.11,1.568,0
85.8,92.35,98.53,232.63,592.9,258.0,77.6,5.824,1
56.9,59.67,52.62,144.38,383.29,173.03,24.25,1.691,0
83.69,83.1,84.4,235.04,599.11,248.24,52.05,4.574,1
59.05,56.66,61.45,147.3,356.69,180.78,30.95,1.665,0
47.77,34.48,44.67,84.25,250.34,167.21,10.95,1.127,0
56.42,58.99,38.17,152.57,332.59,190.56,20.7,1.81,0
53.71,48.31,48.52,144.92,423.77,177.87,18.92,1.094,0
55.73,63.01,57.98,103.15,317.07,184.89,28.85,2.521,0
73.37,72.35,73.94,205.4,482.0,237.87,49.49,3.976,1
81.03,80.64,77.95,201.41,536.14,240.06,57.24,4.467,1
49.49,33.49,38.79,91.76,143.86,159.02,19.82,1.138,0
43.24,35.65,43.46,55.17,140.31,149.86,28.71,1.957,0
57.47,66.1,58.97,112.76,314.2,210.81,25.08,1.771,0
56.45,64.08,69.91,158.34,416.47,185.36,30.49,2.589,0
70.23,54.91,77.43,139.44,365.48,222.87,45.85,4.05,1
72.56,69.67,66.85,158.02,471.45,214.85,49.97,4.024,1
73.41,58.81,61.67,196.53,485.69,206.77,51.41,3.411,1
52.85,39.01,58.19,70.89,289.54,154.77,15.16,1.004,0
48.73,36.61,56.38,67.69,197.6,158.17,8.18,1.526,0
49.91,64.53,51.43,123.81,366.74,198.2,14.25,1.347,0
47.31,35.51,49.19,91.33,249.49,157.57,25.1,1.869,0
73.17,72.49,48.79,155.98,500.83,254.21,56.28,4.352,1
68.18,57.3,69.8,87.29,412.87,193.28,51.39,3.456,1
76.27,73.37,81.29,195.7,566.42,237.1,49.32,3.737,1
47.75,45.51,38.58,63.18,135.79,167.43,10.79,1.303,0
47.33,46.1,53.05,114.09,349.48,187.75,20.52,2.307,0
45.7,31.57,52.86,56.45,240.24,135.26,26.61,0.92,0
52.89,44.27,53.47,83.95,211.53,168.7,21.92,1.149,0
72.07,66.38,66.32,163.21,409.69,222.43,50.51,4.074,1
65.67,61.16,86.88,126.71,382.72,199.47,59.54,4.304,1
70.9,68.1,74.19,251.06,427.56,223.73,51.14,4.139,1
45.16,37.49,42.53,64.12,107.04,162.02,16.57,2.095,0
52.1,45.27,71.41,137.77,328.94,165.21,38.87,1.894,0
47.28,41.34,55.56,80.57,223.01,164.08,21.06,1.412,0
75.19,65.26,75.85,168.44,412.67,219.85,37.95,4.796,1
52.51,42.53,38.25,75.56,202.27,161.02,11.38,0.616,0
57.11,57.59,55.1,109.8,355.43,166.59,26.16,1.932,0
52.19,27.74,40.07,37.09,125.04,144.81,18.86,1.228,0
54.95,59.03,64.44,147.17,352.69,187.92,28.98,1.608,0
75.16,64.77,93.26,193.54,622.23,219.09,55.79,4.349,1
57.55,49.99,48.76,143.59,361.61,208.19,41.01,3.346,1
46.94,38.28,27.14,54.91,90.21,155.69,15.27,0.792,0
67.37,63.94,78.28,164.12,356.72,207.15,39.81,3.081,1
46.99,35.63,40.56,26.2,100.66,155.78,12.97,1.619,0
44.88,36.04,30.74,102.09,190.56,150.59,20.13,0.791,0
45.45,41.5,56.21,118.83,224.7,164.37,21.81,2.019,0
47.79,50.39,28.34,93.97,179.07,169.63,14.81,1.446,0
47.67,34.71,39.49,66.61,183.17,173.39,18.61,0.882,0
40.76,17.68,40.58,59.86,109.24,121.7,13.96,2.062,0
49.01,38.91,57.07,126.5,208.0,158.48,24.75,1.958,0
52.91,47.12,52.59,175.16,345.45,158.56,25.37,2.121,0
57.21,67.12,61.21,163.54,469.64,186.65,29.93,1.638,0
58.79,54.73,55.97,113.24,288.37,170.65,23.23,2.1,0
50.49,43.4,43.21,106.57,202.64,167.42,23.78,1.053,0
49.35,31.56,40.45,77.93,189.94,148.34,16.5,1.587,0
50.32,34.86,35.91,68.63,178.99,148.63,16.86,1.198,0
78.68,86.73,65.37,208.86,594.39,257.54,57.05,5.319,1
80.41,86.36,72.07,214.83,499.02,253.01,57.94,4.929,1
58.53,69.62,69.63,153.0,404.31,209.66,25.23,2.495,0
69.4,56.85,64.93,117.04,388.68,215.01,36.28,2.923,1
69.58,58.69,60.79,203.79,502.2,211.32,45.85,3.558,1
52.12,54.79,47.79,114.06,263.22,183.32,14.12,1.761,0
48.85,45.85,58.23,108.42,291.39,165.16,28.67,1.886,0
58.56,58.25,64.1,108.07,321.38,185.65,22.86,2.309,0
52.32,41.75,64.21,70.43,209.02,161.85,19.29,2.126,0
55.59,53.75,57.06,120.24,316.52,168.96,25.42,2.219,0
80.07,62.54,60.13,212.51,505.48,217.98,40.07,3.192,1
45.23,53.29,67.36,154.1,289.8,188.42,29.06,1.922,0
52.3,43.16,43.24,143.26,286.77,178.23,11.46,1.702,0
48.19,45.71,46.83,64.26,265.27,176.87,25.41,1.422,0
43.72,30.85,48.99,89.2,107.65,137.05,20.02,1.162,0
50.61,48.08,45.49,50.49,164.7,161.8,21.57,1.547,0
43.28,33.45,57.08,119.48,213.19,144.55,19.98,1.971,0
47.47,41.31,52.18,58.57,270.31,170.68,18.09,1.952,0
44.63,28.45,30.87,31.17,202.07,175.32,19.37,0.572,0
48.21,40.75,58.89,128.23,234.42,140.65,30.33,1.507,0
60.07,56.74,64.73,136.11,335.25,186.04,25.35,2.018,0
55.2,44.6,52.11,133.29,228.04,180.02,14.24,1.763,0
46.19,48.12,48.38,102.07,230.67,164.61,16.21,0.994,0
41.76,19.74,36.5,114.71,94.68,142.18,9.73,1.257,0
50.44,50.85,71.18,140.09,234.8,163.48,28.36,1.804,0
48.06,43.16,42.62,72.61,202.69,173.48,23.14,1.023,0
55.06,46.95,35.65,115.89,258.55,159.24,26.78,0.752,0
46.64,38.36,34.92,111.29,313.14,174.74,22.49,1.135,0
42.85,34.62,36.58,99.29,115.55,159.93,27.14,0.488,0
51.11,27.37,38.05,103.0,198.25,152.8,20.37,1.043,0
60.51,48.18,48.16,122.83,269.91,166.95,27.23,2.145,0
43.0,35.32,37.88,106.93,264.51,163.96,21.99,1.227,0
49.7,32.32,42.64,62.03,288.94,153.47,20.05,0.967,0
57.35,60.29,56.39,128.02,314.8,181.88,28.42,2.114,0
46.52,27.59,36.02,82.49,35.55,146.43,19.74,1.234,0
43.35,43.78,35.95,70.7,137.48,156.88,12.37,1.03,0
42.87,39.11,37.71,93.88,251.28,146.76,20.48,1.324,0
51.17,49.48,44.2,92.53,250.58,200.77,28.1,1.682,0
50.62,42.06,45.65,94.99,187.9,146.1,23.1,1.461,0
57.4,63.52,54.34,144.37,375.78,181.1,24.88,2.548,0
40.49,26.26,36.16,96.25,0.0,155.67,19.35,1.755,0
59.07,65.27,59.71,119.47,360.83,184.74,27.63,2.669,0
44.9,36.91,66.45,90.19,226.21,154.14,32.16,1.554,0
42.01,28.05,49.94,88.51,197.4,134.57,15.07,1.529,0
83.5,63.89,66.2,223.44,702.64,222.59,54.0,3.387,1
68.69,67.62,69.11,165.34,478.82,207.28,43.98,3.78,1
47.28,28.75,58.82,107.73,121.01,141.93,21.03,1.078,0
64.14,54.57,48.89,149.56,335.46,200.06,46.33,3.206,1
68.63,69.94,75.39,172.08,418.56,213.05,49.93,4.255,1
50.83,49.6,44.11,88.85,238.37,181.02,25.38,1.757,0
51.0,52.39,60.54,138.21,295.92,165.62,22.86,2.075,0
80.23,90.98,84.46,239.7,553.52,259.57,50.47,4.057,1
39.07,21.91,23.9,78.42,54.77,147.91,16.57,1.336,0
50.43,61.13,65.5,116.3,283.68,188.47,23.28,2.072,0
52.96,57.3,59.51,131.32,431.46,169.9,25.99,1.84,0
76.86,75.77,78.46,209.44,420.29,227.31,54.4,3.757,1
59.2,65.65,62.93,135.44,329.63,193.75,27.0,2.646,0
60.62,61.32,61.84,145.07,310.77,189.66,25.74,1.503,0
67.33,64.19,50.27,151.18,549.73,227.87,48.59,3.275,1
52.98,42.96,56.98,62.48,203.5,139.59,22.4,1.372,0
71.37,60.24,51.81,125.02,343.48,237.92,40.37,3.236,1
75.74,64.12,68.21,207.16,399.37,212.02,44.71,3.473,1
55.89,57.03,67.02,144.2,337.53,178.32,22.26,1.871,0
58.43,64.79,78.03,155.78,404.12,183.37,20.16,2.122,0
55.82,53.91,78.57,154.38,400.76,174.54,27.36,2.72,0
50.54,41.12,43.09,79.29,192.08,153.69,18.76,0.502,0
47.57,42.22,59.78,118.42,320.04,141.46,23.06,1.756,0
67.91,65.69,59.01,221.67,390.79,234.57,52.83,3.805,1
63.13,80.34,78.42,207.97,458.71,201.52,16.19,2.239,0
71.49,67.83,65.07,193.52,539.3,231.25,50.12,3.647,1
49.58,48.22,62.23,85.34,226.62,176.55,21.8,2.021,0
50.3,53.55,52.03,94.74,178.51,172.05,21.92,1.924,0
70.15,69.96,58.1,217.8,548.31,222.5,60.1,4.162,1
49.2,44.04,27.43,61.26,225.47,177.64,14.69,1.261,0
48.79,56.33,53.24,118.27,270.11,175.59,28.34,2.23,0
58.09,56.53,65.58,123.65,231.51,195.94,27.45,1.743,0
46.59,31.96,30.24,94.69,137.48,148.04,11.57,1.016,0
77.91,75.74,80.38,230.37,644.01,249.24,52.78,5.448,1
44.1,42.67,59.34,90.09,267.09,171.27,28.48,2.031,0
48.56,30.91,48.79,111.37,125.67,154.38,19.2,1.219,0
78.55,70.49,82.56,243.34,546.66,237.67,55.12,4.74,1
77.12,89.35,65.05,213.01,512.13,258.94,52.45,4.089,1
69.82,54.42,80.74,222.31,372.82,196.69,48.53,3.41,1
56.31,42.08,39.66,91.56,291.48,163.81,19.15,1.581,0
49.18,28.04,46.23,91.94,298.32,180.92,26.3,1.017,0
53.36,49.16,68.26,131.81,255.32,173.4,26.88,1.904,0
65.52,83.29,83.78,132.78,314.18,229.9,22.23,2.222,0
44.31,34.81,49.33,101.54,251.96,151.54,22.19,1.668,0
42.28,26.86,55.47,89.18,165.79,149.98,12.38,1.254,0
49.28,42.18,58.53,120.84,183.65,157.04,28.08,1.765,0
47.52,40.55,44.5,119.1,307.85,161.26,11.99,1.118,0
85.49,93.82,90.99,217.64,577.68,249.27,47.19,4.236,1
60.36,58.02,43.33,130.15,406.61,169.07,30.04,1.536,0
44.69,35.03,59.32,121.7,286.5,138.86,19.11,1.806,0
50.06,38.23,45.1,86.83,214.51,159.93,21.96,1.973,0
46.89,30.69,49.79,55.91,132.84,156.63,22.06,0.224,0
46.62,41.96,50.32,95.39,121.14,166.11,23.75,1.19,0
57.15,53.42,58.45,157.49,323.63,160.17,27.81,1.386,0
48.26,24.76,47.84,51.41,235.2,141.29,25.44,0.888,0
42.26,30.66,34.13,51.39,128.73,157.52,18.55,1.335,0
48.91,51.51,66.3,183.25,415.02,169.76,24.03,1.981,0
58.25,65.63,50.27,142.65,388.98,189.6,33.0,1.814,0
65.94,68.98,66.29,182.34,398.43,215.59,56.62,4.592,1
57.1,55.13,60.38,113.68,402.4,181.3,32.01,2.267,0
72.67,65.4,62.38,182.73,516.85,218.28,45.82,3.437,1
56.89,64.5,61.95,135.64,351.62,177.82,16.0,2.122,0
53.17,50.46,53.88,102.16,280.04,181.95,20.51,1.78,0
43.42,29.66,27.78,58.18,212.09,146.93,15.02,1.351,0
51.58,40.34,35.21,83.1,187.1,174.48,13.37,0.724,0
52.42,47.15,46.92,100.85,124.46,158.44,16.92,1.245,0
42.92,24.71,52.4,111.79,179.23,122.67,20.74,1.661,0
53.39,45.26,36.0,123.41,295.09,171.3,27.41,1.028,0
43.17,33.84,46.17,37.72,120.21,144.57,20.03,1.66,0
70.77,65.38,64.13,170.48,461.66,232.18,45.58,3.345,1
88.53,82.95,66.49,183.9,567.53,262.69,50.19,4.216,1
42.76,29.47,41.83,63.57,145.18,149.37,15.88,1.25,0
67.67,60.84,65.03,161.96,318.11,220.52,58.77,3.454,1
54.0,60.1,76.08,117.39,378.41,177.05,33.61,2.569,0
54.54,55.51,58.21,122.9,272.88,164.93,31.57,1.769,0
53.26,47.46,61.88,127.7,271.4,166.04,26.57,1.727,0
48.96,39.5,60.79,112.73,282.08,184.28,21.42,2.151,0
79.8,77.46,84.96,193.81,577.61,245.67,46.37,3.388,1
52.25,49.76,48.51,138.37,412.76,171.0,27.05,1.292,0
47.2,45.41,38.21,98.94,211.74,167.23,16.83,1.615,0
52.23,29.41,27.76,54.9,135.01,143.87,7.7,1.396,0
52.24,40.82,34.69,47.34,302.33,169.83,24.86,0.849,0
66.02,73.55,74.31,205.52,404.65,250.64,57.48,4.367,1
68.69,60.37,52.11,171.54,423.69,208.94,38.93,3.622,1
69.9,58.88,74.47,136.93,398.39,196.89,50.23,3.501,1
40.37,32.12,41.69,117.0,232.4,167.52,18.26,1.921,0
45.33,45.05,27.35,89.86,111.68,147.88,13.96,0.965,0
40.72,20.86,36.92,91.32,188.17,127.67,25.99,0.816,0
72.4,67.82,75.44,172.4,544.62,229.67,46.78,2.917,1
49.67,36.82,46.33,108.51,213.96,168.48,22.04,1.806,0
48.98,36.02,49.17,113.96,237.84,140.55,15.58,1.056,0
45.13,41.6,47.14,74.54,79.24,161.5,20.25,1.157,0
49.7,34.84,55.67,91.49,230.11,150.84,23.36,1.542,0
56.4,57.07,44.11,173.39,341.17,198.85,21.07,1.186,0
68.33,67.35,61.21,140.31,364.76,222.25,52.0,3.425,1
53.85,52.01,48.6,44.97,312.5,166.26,22.57,1.648,0
78.09,83.29,69.05,227.81,515.25,241.24,54.74,4.086,1
60.76,49.57,62.32,95.77,253.56,179.23,22.29,1.867,0
48.5,36.03,43.47,64.52,234.37,148.86,20.0,1.552,0
50.0,44.15,55.62,111.6,207.54,158.02,19.54,1.457,0
57.56,33.23,56.58,109.38,250.22,182.05,37.1,3.333,1
48.91,30.74,43.53,82.48,196.04,159.47,18.16,1.758,0
56.23,67.67,68.86,173.78,450.93,209.04,24.44,2.354,0
72.35,63.85,73.03,218.39,493.98,211.74,34.5,3.693,1
51.71,43.17,47.79,124.57,373.19,170.91,27.28,1.957,0
48.2,34.88,44.93,136.46,239.83,140.0,17.11,1.849,0
61.09,74.77,61.56,155.16,457.11,184.36,31.5,1.984,0
52.96,57.36,57.14,116.79,329.67,186.57,25.05,1.663,0
48.5,41.65,54.67,111.8,321.31,168.8,27.68,1.395,0
79.02,77.4,89.03,214.44,739.0,238.34,65.59,4.408,1
49.42,65.28,62.23,146.4,201.12,179.64,26.31,1.953,0
44.17,40.05,42.95,71.82,182.5,162.63,16.14,2.014,0
42.42,29.74,49.95,93.03,158.4,148.63,12.1,1.796,0
50.32,37.38,37.52,42.46,152.27,161.53,13.57,0.757,0
41.01,25.41,54.09,95.03,112.36,141.04,21.25,1.762,0
56.54,51.27,56.83,113.43,329.73,179.04,26.6,1.842,0
87.75,78.51,84.28,242.81,631.12,269.52,52.32,4.861,1
70.6,67.61,63.74,185.91,562.63,243.93,58.06,3.662,1
78.16,85.24,81.67,242.88,515.35,263.79,60.88,3.547,1
46.23,40.74,45.46,105.83,143.59,155.2,14.31,1.781,0
50.03,30.86,32.12,69.03,137.66,143.61,11.05,1.249,0
49.29,37.89,38.32,75.41,216.23,170.34,23.74,0.915,0
54.91,51.52,56.35,124.53,277.16,180.78,30.52,2.029,0
74.98,74.11,69.51,179.44,511.64,231.35,58.18,4.604,1
47.26,41.32,66.79,100.05,262.95,166.67,26.29,2.025,0
66.18,65.17,62.55,112.26,262.25,224.73,32.64,3.222,1
62.89,65.5,78.2,111.87,297.79,187.93,23.71,2.386,0
41.83,28.55,44.65,82.57,141.02,143.84,14.27,0.997,0
58.57,53.94,35.08,127.22,339.33,188.37,25.12,1.761,0
51.47,40.45,34.92,107.23,257.08,170.45,19.03,0.607,0
51.67,40.61,31.56,43.99,135.89,162.35,13.72,1.442,0
42.76,32.52,46.26,69.87,238.3,159.61,22.15,1.652,0
43.77,31.26,59.4,76.97,194.11,160.45,15.03,1.465,0
48.94,54.58,57.55,141.76,286.79,172.39,25.59,1.659,0
53.45,42.49,34.76,112.31,266.21,150.37,29.9,1.125,0
48.66,35.16,44.15,116.73,138.29,166.99,19.67,1.158,0
51.05,47.39,64.12,134.49,395.46,166.65,24.54,2.525,0
50.91,40.06,35.15,102.32,253.89,157.61,21.82,1.771,0
45.35,41.87,39.86,120.81,189.57,171.45,21.83,1.118,0
75.77,71.61,72.23,199.94,639.02,254.12,51.67,2.755,1
55.28,57.7,64.06,109.24,357.6,184.32,26.57,1.954,0
47.66,37.69,48.49,147.0,230.98,167.3,20.25,1.796,0
55.3,51.51,60.4,135.09,300.63,181.11,30.31,2.097,0
84.85,94.09,75.82,208.52,634.48,277.2,59.21,5.057,1
60.88,73.23,55.86,151.67,482.45,206.34,34.93,2.039,0
52.89,36.14,46.09,98.57,209.21,153.1,14.43,1.004,0
39.31,23.13,46.27,116.78,160.95,140.56,19.88,1.088,0
60.78,49.22,48.97,127.23,413.37,194.45,29.33,1.404,0
45.52,28.87,36.23,44.32,142.02,147.12,16.9,1.759,0
52.46,36.99,67.62,87.34,202.51,160.62,16.48,1.685,0
39.3,30.94,45.65,42.39,240.08,168.21,26.8,1.764,0
43.65,39.4,50.36,61.08,280.02,148.52,17.07,1.439,0
46.56,36.1,40.7,90.12,303.95,143.84,12.75,1.368,0
77.8,72.74,77.42,221.33,549.87,227.22,54.54,3.622,1
43.5,31.08,36.53,87.6,159.29,137.34,17.6,1.28,0
81.63,80.67,61.37,202.47,532.7,219.78,47.2,3.743,1
51.45,41.33,40.51,80.83,298.91,170.41,24.78,1.691,0
64.59,68.5,60.52,151.93,432.82,196.63,23.41,2.223,0
76.2,86.34,85.1,215.15,592.14,260.18,64.78,5.096,1
68.58,54.33,65.41,190.26,463.01,195.44,44.48,3.195,1
55.57,54.72,60.97,141.34,256.98,170.15,27.14,2.056,0
38.98,21.35,48.43,58.22,162.24,123.85,20.51,1.071,0
50.62,43.46,33.37,93.06,250.38,149.24,25.0,0.589,0
57.7,61.97,47.32,134.99,315.44,185.09,30.67,2.386,0
66.45,64.11,68.35,133.25,363.06,223.85,58.23,4.63,1
74.51,70.64,76.08,196.82,587.54,211.67,52.97,4.274,1
52.06,53.07,59.15,105.61,385.95,179.39,26.46,1.968,0
70.13,60.58,74.73,165.97,573.49,218.6,57.67,4.001,1
67.04,61.0,85.96,223.32,532.5,219.48,50.75,4.889,1
44.32,32.57,62.38,130.98,236.44,156.31,27.35,1.486,0
72.22,75.69,66.76,202.37,490.73,243.16,39.35,4.121,1
42.34,34.77,62.32,97.9,219.09,151.91,23.39,1.714,0
71.22,60.47,59.63,150.54,370.87,224.93,42.67,3.302,1
48.71,24.15,52.98,66.21,258.92,150.21,13.14,0.738,0
50.13,50.33,61.24,134.26,379.63,152.23,26.35,1.536,0
75.15,71.54,83.08,189.54,438.72,237.38,52.63,4.237,1
66.63,60.51,56.71,150.46,375.02,224.79,43.52,4.297,1
56.84,56.31,40.36,120.53,368.81,179.8,23.44,1.352,0
68.6,57.92,60.99,214.43,547.18,213.48,42.57,3.61,1
47.77,46.72,48.62,72.46,292.28,159.39,11.3,2.277,0
47.28,27.54,52.45,77.92,232.18,146.15,21.57,0.736,0
68.89,71.43,69.68,157.41,376.87,236.09,52.06,4.516,1
53.14,49.62,50.24,160.38,264.46,193.94,25.55,2.087,0
48.32,50.77,57.71,83.48,198.17,182.76,16.01,1.631,0
73.19,72.61,75.97,197.3,510.56,237.52,58.58,4.865,1
46.97,29.77,51.39,115.65,257.61,131.89,25.26,1.638,0
73.3,66.88,64.57,186.32,627.59,207.32,48.73,3.409,1
49.14,60.32,64.86,128.89,380.63,180.11,16.95,1.712,0
41.09,21.74,40.8,68.23,166.53,127.99,17.17,1.447,0
46.41,45.25,53.68,94.11,306.45,173.35,22.09,1.354,0
53.49,37.36,42.14,81.98,196.25,167.58,20.8,1.292,0
59.0,72.1,65.25,129.94,362.16,178.85,35.23,1.752,0
52.62,61.37,43.28,117.65,367.55,177.93,26.66,1.522,0
56.04,47.75,57.03,143.54,331.46,159.94,32.93,2.362,0
44.78,34.27,37.19,60.41,242.46,152.01,22.71,1.603,0
70.22,71.73,72.3,186.84,580.12,218.47,49.8,4.144,1
78.59,63.6,77.91,196.86,497.12,224.04,37.81,3.617,1
50.67,34.12,36.79,110.01,111.84,161.66,19.46,1.165,0
63.63,62.29,74.88,157.13,439.22,174.5,28.84,2.029,0
61.62,61.68,67.88,150.02,369.62,197.99,36.61,2.411,0
58.87,58.01,55.83,133.47,313.53,178.11,26.07,2.068,0
49.37,50.98,54.45,97.01,286.39,159.72,21.23,1.642,0
57.08,58.53,48.67,97.23,289.09,197.71,29.57,1.361,0
55.75,51.06,53.78,98.77,213.36,187.64,28.03,2.142,0
47.93,38.06,29.12,95.99,230.47,169.58,16.51,1.178,0
49.72,49.33,54.02,132.18,377.87,174.03,10.33,1.345,0
83.46,90.53,80.23,233.79,576.33,264.09,52.33,4.861,1
43.06,29.01,41.05,79.73,156.61,155.72,21.0,1.601,0
49.94,35.93,40.22,79.85,279.18,141.43,26.08,1.574,0
48.92,38.49,50.23,131.28,378.23,151.3,22.17,1.001,0
62.93,68.2,49.1,117.52,419.67,205.0,35.77,1.563,0
55.31,49.04,66.72,122.5,264.43,166.96,24.17,1.545,0
42.92,37.19,50.75,87.88,160.41,159.82,14.93,1.062,0
75.62,62.63,73.36,223.77,558.15,234.87,54.24,3.498,1
51.42,49.82,54.66,101.61,343.82,166.63,29.87,2.193,0
68.33,55.44,71.98,158.45,313.03,215.51,40.28,3.893,1
62.94,71.78,77.01,162.27,463.99,204.92,37.75,2.074,0
51.87,49.01,69.19,128.4,330.15,148.67,20.19,1.228,0
62.88,59.82,70.22,153.85,380.38,195.37,28.63,1.96,0
57.13,52.22,55.09,128.87,376.2,182.37,25.15,2.237,0
46.44,36.45,46.48,114.33,88.85,155.8,25.02,0.981,0
52.89,52.0,49.53,111.58,144.04,182.99,20.86,1.87,0
58.11,59.7,55.3,139.72,299.78,192.86,23.33,1.101,0
55.7,59.39,58.98,141.14,362.78,165.56,16.93,2.325,0
56.18,56.36,62.29,70.04,270.61,183.51,21.64,1.829,0
52.44,57.92,68.54,102.39,272.6,187.61,13.28,2.691,0
54.18,45.8,57.06,157.53,321.73,179.21,21.71,2.231,0
41.62,19.03,33.99,57.56,118.39,154.21,14.96,1.052,0
71.68,74.62,81.29,172.73,464.86,237.47,34.74,4.272,1
76.72,71.38,72.69,169.59,581.06,233.16,51.88,4.56,1
46.79,49.44,47.89,114.02,365.4,178.54,20.05,0.979,0
48.66,49.6,43.04,79.75,100.12,186.04,24.97,1.69,0
47.05,38.12,46.87,78.63,227.06,157.85,14.64,0.795,0
62.55,63.63,59.14,166.28,409.67,180.43,14.58,2.346,0
55.66,42.14,47.0,85.76,229.67,181.26,27.86,2.213,0
74.7,71.28,70.44,193.61,412.79,243.25,48.5,3.736,1
63.29,63.97,66.41,254.0,435.84,203.08,37.96,3.285,1
39.86,23.16,47.02,90.94,130.03,128.37,21.69,1.531,0
66.77,43.22,50.69,129.65,228.6,193.83,31.4,2.861,1
42.88,40.04,66.3,84.37,166.22,160.07,20.83,1.274,0
52.25,55.02,59.07,62.15,236.73,173.54,20.95,1.792,0
57.0,60.85,56.66,91.89,307.04,192.23,24.08,1.928,0
46.7,31.69,45.56,85.43,168.92,154.18,15.59,1.151,0
75.27,73.59,73.44,210.76,520.55,228.22,58.64,3.332,1
73.27,67.14,90.28,199.08,515.35,233.52,47.52,4.632,1
46.52,34.7,32.42,64.74,119.48,153.41,14.4,0.954,0
40.63,24.86,31.72,102.17,208.47,131.12,16.59,1.573,0
55.22,69.51,60.83,150.24,331.79,193.52,28.31,1.764,0
56.77,61.08,56.45,99.21,316.15,199.23,32.36,1.918,0
51.88,33.49,57.03,118.6,228.96,137.78,25.5,1.459,0
50.59,47.93,62.76,119.31,301.51,163.29,22.18,2.089,0
62.99,48.86,58.92,164.43,481.75,215.42,40.98,3.126,1
79.21,87.75,84.31,228.66,641.13,260.11,60.25,5.179,1
76.4,66.18,67.12,206.16,585.99,239.47,49.88,3.951,1
49.61,50.4,49.64,107.19,295.25,180.77,21.69,1.363,0
68.55,72.03,91.72,242.79,547.71,230.51,52.18,4.442,1
79.26,87.92,100.0,265.65,571.59,245.37,55.45,3.921,1
70.62,53.78,57.0,171.69,507.49,217.14,39.38,3.168,1
56.72,71.18,71.14,199.64,281.99,200.8,29.86,2.224,0
49.33,47.28,47.11,129.21,232.15,177.31,25.46,1.511,0
41.66,23.21,38.19,86.92,202.37,144.69,19.85,1.717,0
51.92,36.31,42.74,70.25,254.28,146.44,25.64,1.221,0
60.37,59.18,57.06,160.24,376.77,203.41,20.76,1.123,0
58.88,68.16,64.82,162.37,465.21,186.38,32.59,2.903,0
52.01,31.48,37.99,79.52,252.99,135.52,27.22,1.213,0
61.37,43.72,75.52,139.86,457.74,192.12,47.44,3.626,1
49.45,42.12,57.21,84.63,197.09,155.11,26.04,1.949,0
57.71,59.09,59.47,100.52,276.39,189.8,26.06,1.925,0
41.5,32.16,38.71,74.55,223.61,162.95,26.05,2.399,0
41.95,40.38,34.06,116.13,222.89,161.68,15.6,1.164,0
71.32,69.94,64.32,163.76,511.15,241.53,47.7,5.14,1
78.78,66.05,73.22,188.67,531.28,219.12,49.12,3.277,1
57.49,56.58,52.83,139.82,365.96,187.0,25.75,2.268,0
79.61,85.98,82.02,231.06,680.62,242.47,59.91,4.242,1
59.69,57.58,61.88,112.77,251.7,177.77,23.09,2.347,0
44.7,33.49,45.71,101.07,158.53,139.22,21.56,1.583,0
39.31,22.82,46.07,78.3,132.24,116.1,16.95,2.058,0
46.75,51.4,48.5,76.6,216.92,180.11,14.44,1.453,0
49.77,50.07,53.55,125.67,359.23,194.24,21.31,1.182,0
48.99,34.12,40.86,88.21,152.54,158.32,17.67,0.626,0
55.27,64.18,67.37,155.95,384.75,202.27,28.5,2.415,0
62.9,59.42,73.29,96.34,315.28,187.73,35.78,1.767,0
45.79,19.98,29.03,58.61,207.98,138.22,26.11,0.906,0
41.26,39.46,62.14,116.32,274.49,152.86,23.27,1.708,0
55.38,53.99,66.1,137.63,361.97,188.65,18.9,1.695,0
46.62,34.14,53.84,105.02,300.88,157.79,22.16,1.569,0
60.19,62.48,81.04,162.91,393.21,200.15,27.82,1.963,0
72.59,70.85,71.54,224.56,510.14,235.17,46.51,4.803,1
49.08,31.51,47.5,136.86,322.4,133.08,14.02,1.113,0
